rainfall_mm,aqi,traffic_disruption,temperature_c,flood_history_score,visibility_km,humidity_pct,wind_speed_kmh,month,risk_level
21.1,80,0.332,48.1,3,8.3,61.5,10.2,2,MEDIUM
1.6,30,0.144,32.4,1,8.6,46.9,2.7,2,LOW
34.9,30,0.515,34.3,1,4.3,64.9,13.8,8,LOW
10.6,74,0.441,48.5,0,4.4,41.1,16.5,8,MEDIUM
26.3,36,0.268,31.5,1,2.0,68.4,0.4,1,LOW
5.8,65,0.121,45.8,0,7.8,97.7,3.7,9,MEDIUM
33.9,92,0.532,15.1,0,7.5,74.6,38.1,10,LOW
7.4,290,0.097,22.7,0,1.4,69.5,2.0,10,LOW
0.2,71,0.278,26.7,0,0.7,85.2,2.0,10,LOW
35.4,212,0.065,36.7,2,9.5,30.4,8.9,10,MEDIUM
1.4,282,0.596,46.2,2,0.7,49.8,4.1,10,MEDIUM
5.8,284,0.236,27.3,0,6.5,99.1,10.7,2,LOW
45.0,113,0.092,39.8,2,4.8,84.8,3.0,11,MEDIUM
45.1,30,0.065,49.9,1,7.9,36.3,5.6,9,MEDIUM
12.8,130,0.451,44.5,0,1.3,52.9,64.6,3,LOW
15.0,208,0.165,28.8,0,7.0,60.8,4.7,12,LOW
8.9,84,0.026,38.9,2,6.3,95.4,0.9,1,MEDIUM
5.2,363,0.218,34.7,2,8.6,71.0,13.6,3,MEDIUM
6.0,179,0.748,26.7,0,5.4,35.4,8.9,10,MEDIUM
16.7,142,0.185,35.4,0,7.4,65.6,5.9,10,LOW
20.9,215,0.714,28.2,0,4.7,50.3,23.9,9,MEDIUM
23.5,118,0.581,33.0,2,9.8,53.7,1.6,2,LOW
23.4,30,0.339,21.0,3,5.8,38.0,6.7,3,MEDIUM
1.4,60,0.147,17.9,1,7.7,62.1,2.1,9,LOW
10.2,235,0.362,29.7,0,1.4,76.9,0.9,6,LOW
0.9,47,0.215,34.5,1,4.9,83.2,5.8,2,LOW
12.0,75,0.319,23.0,3,1.1,78.7,29.4,5,MEDIUM
8.7,39,0.129,36.2,3,1.7,76.2,12.8,11,LOW
32.8,375,0.16,32.3,3,5.3,90.8,2.7,1,MEDIUM
6.5,346,0.374,37.2,1,3.8,53.3,6.2,10,MEDIUM
1.9,44,0.306,39.6,1,4.9,45.0,16.0,5,LOW
2.3,101,0.035,42.7,2,5.2,36.3,2.2,9,MEDIUM
21.5,52,0.416,36.8,2,2.0,41.6,2.3,11,LOW
14.4,147,0.242,29.6,0,4.0,40.5,2.0,1,LOW
1.6,135,0.128,33.5,2,8.7,93.9,9.4,10,LOW
1.3,172,0.488,50.0,3,8.6,42.6,0.3,4,MEDIUM
18.1,117,0.222,39.9,2,5.2,36.6,8.9,9,LOW
1.1,500,0.237,32.6,2,7.6,58.0,17.5,2,MEDIUM
25.9,40,0.403,30.8,1,7.7,41.9,15.3,8,LOW
18.4,30,0.21,27.2,2,0.9,39.1,11.0,5,LOW
1.3,66,0.042,22.5,1,6.3,55.4,2.5,9,LOW
1.3,30,0.121,45.7,0,8.1,94.4,17.0,1,MEDIUM
64.7,30,0.45,35.8,0,6.1,32.1,31.6,12,MEDIUM
7.0,40,0.097,21.8,1,5.6,44.5,2.0,7,LOW
6.9,43,0.34,31.0,1,5.5,87.7,24.1,12,LOW
25.1,42,0.312,42.2,1,5.3,47.2,19.2,12,LOW
44.1,136,0.341,28.4,0,7.9,60.9,38.8,4,LOW
64.0,60,0.249,25.5,1,6.6,36.9,3.8,10,MEDIUM
21.0,78,0.12,34.9,1,2.5,85.7,27.2,4,LOW
7.1,184,0.203,37.3,2,4.6,81.6,2.0,12,MEDIUM
1.3,49,0.206,28.4,1,5.5,39.0,1.9,3,LOW
22.5,73,0.527,27.2,2,4.5,96.4,1.1,12,MEDIUM
12.3,121,0.407,35.7,0,2.8,71.3,5.6,8,LOW
8.3,30,0.121,23.0,0,1.7,85.9,0.1,7,LOW
35.5,30,0.391,27.7,0,1.6,83.5,4.8,2,LOW
1.8,119,0.068,31.0,2,3.3,66.3,9.8,2,LOW
10.2,133,0.301,37.9,1,4.3,82.3,0.8,10,LOW
0.2,469,0.283,28.6,1,7.0,46.6,17.1,8,MEDIUM
9.5,102,0.14,36.5,2,9.9,31.5,3.5,5,MEDIUM
0.9,173,0.066,41.3,0,9.0,53.9,0.5,5,LOW
1.9,77,0.128,27.9,0,8.2,40.7,4.7,11,LOW
1.9,114,0.132,50.0,0,8.2,98.7,1.5,5,MEDIUM
15.7,342,0.133,43.4,0,6.2,94.7,15.9,11,MEDIUM
20.6,30,0.379,34.2,0,2.9,40.1,4.1,9,LOW
13.1,125,0.037,30.5,3,5.0,54.1,1.2,11,LOW
49.1,497,0.489,27.6,1,1.9,65.7,6.0,7,MEDIUM
7.0,113,0.119,45.3,1,5.9,57.9,6.0,5,MEDIUM
5.0,337,0.323,33.7,1,0.7,79.0,3.2,8,MEDIUM
30.4,54,0.373,20.5,0,2.3,65.2,4.0,9,LOW
3.8,88,0.477,18.3,3,7.3,69.6,14.6,11,LOW
49.5,92,0.393,32.9,3,3.1,77.4,10.2,3,MEDIUM
0.2,30,0.18,33.1,2,4.5,31.7,2.4,1,MEDIUM
52.5,35,0.144,24.7,0,8.4,30.9,29.6,3,LOW
0.7,37,0.408,19.9,2,0.9,42.5,3.6,9,LOW
33.3,174,0.437,16.3,0,0.7,80.3,7.6,9,LOW
11.3,181,0.277,25.9,1,2.7,46.8,8.5,11,LOW
74.4,117,0.121,29.1,1,7.0,94.4,2.4,3,MEDIUM
1.1,174,0.223,37.5,0,2.7,35.5,3.4,12,LOW
12.1,79,0.363,31.0,3,8.7,70.6,6.6,12,LOW
52.3,235,0.106,40.5,3,3.8,31.8,3.0,2,MEDIUM
11.1,91,0.33,36.8,3,3.2,98.0,3.6,2,MEDIUM
14.9,94,0.17,36.1,0,2.7,45.0,9.5,9,LOW
17.8,73,0.157,39.8,0,6.0,71.1,13.2,3,LOW
9.1,156,0.24,20.9,3,8.6,96.7,16.1,9,LOW
14.8,64,0.476,27.7,0,4.4,32.1,1.3,4,LOW
13.2,197,0.379,50.0,1,2.9,65.9,13.4,2,MEDIUM
34.7,36,0.327,16.8,1,4.5,66.9,27.5,9,LOW
0.7,37,0.764,29.6,0,9.1,54.6,8.7,3,MEDIUM
4.9,156,0.47,35.8,2,3.7,75.8,9.3,2,MEDIUM
45.1,84,0.242,17.0,0,6.7,68.0,31.1,1,LOW
33.1,63,0.22,26.0,1,3.6,47.4,20.4,7,LOW
9.1,183,0.413,48.0,0,6.9,79.4,8.2,10,MEDIUM
14.5,55,0.329,33.4,1,8.9,62.6,14.5,8,LOW
4.9,77,0.093,27.4,0,6.2,62.9,2.0,3,LOW
3.1,276,0.144,33.7,1,9.5,96.6,5.3,7,LOW
9.3,308,0.092,27.4,3,6.2,67.5,12.6,10,MEDIUM
6.5,317,0.122,45.7,2,9.8,84.9,3.4,1,HIGH
13.1,72,0.168,24.1,1,7.4,90.7,6.0,9,LOW
1.2,241,0.24,27.8,2,6.7,70.7,1.9,10,MEDIUM
55.0,42,0.177,20.1,2,8.4,85.0,22.8,6,MEDIUM
64.3,44,0.18,29.6,1,0.6,51.7,22.6,3,MEDIUM
18.0,30,0.34,30.6,1,2.9,42.7,6.5,6,LOW
11.5,343,0.242,41.6,2,2.6,78.7,2.1,1,MEDIUM
5.6,45,0.5,23.9,1,1.6,94.8,11.4,5,LOW
25.2,81,0.387,35.9,0,9.4,33.0,2.4,10,LOW
17.3,43,0.348,32.7,2,1.7,83.4,2.6,12,MEDIUM
2.7,157,0.418,16.9,0,3.0,32.0,35.8,9,LOW
36.3,67,0.114,26.2,2,3.7,62.1,1.0,4,MEDIUM
25.9,32,0.371,25.9,2,6.4,77.4,4.8,4,LOW
44.9,128,0.155,45.5,2,7.8,58.4,8.1,11,MEDIUM
19.4,30,0.498,36.4,0,6.2,51.1,1.1,3,LOW
14.3,46,0.279,33.2,3,7.6,43.1,0.4,3,LOW
8.1,30,0.173,15.0,1,4.3,98.5,7.8,2,LOW
40.5,30,0.542,16.7,2,10.0,69.9,1.2,4,LOW
30.2,104,0.359,37.8,1,2.1,38.9,2.9,9,LOW
0.7,30,0.217,38.3,0,4.3,33.4,6.9,4,LOW
0.4,30,0.564,26.1,0,8.4,47.0,4.3,5,LOW
7.1,90,0.584,32.2,0,2.8,67.7,12.4,4,LOW
25.0,58,0.23,31.7,1,7.6,82.6,32.8,12,LOW
65.5,443,0.041,33.4,0,4.0,98.7,14.0,10,HIGH
2.4,390,0.221,29.0,1,2.2,88.4,117.4,8,MEDIUM
13.5,45,0.374,38.5,1,4.3,72.8,4.9,9,LOW
7.2,141,0.205,40.8,1,8.0,76.7,3.6,6,LOW
52.6,164,0.104,24.3,0,1.6,66.5,2.4,5,LOW
27.7,56,0.282,22.4,1,5.4,60.4,21.6,10,LOW
27.3,30,0.172,25.6,2,7.5,84.9,4.9,4,MEDIUM
9.5,89,0.424,32.4,1,7.6,42.4,12.4,9,LOW
8.0,78,0.058,34.8,0,4.2,53.4,11.2,4,LOW
4.8,64,0.532,38.3,1,4.9,98.5,0.6,2,LOW
0.9,128,0.455,39.8,1,8.6,70.0,21.2,9,LOW
30.0,49,0.069,34.9,0,2.5,64.9,6.7,9,LOW
25.1,36,0.124,33.8,0,9.9,89.6,2.5,6,LOW
122.6,98,0.235,45.2,1,4.5,83.3,38.7,1,HIGH
85.4,123,0.534,32.0,0,3.1,52.8,14.0,2,MEDIUM
12.2,35,0.148,36.7,0,0.5,73.8,9.6,10,LOW
22.0,189,0.203,34.6,1,1.7,43.0,44.5,12,LOW
43.4,30,0.422,30.6,0,7.7,33.7,14.1,7,LOW
28.4,57,0.284,30.7,0,6.7,99.3,1.3,1,LOW
4.3,73,0.253,42.6,2,2.8,81.6,47.3,6,MEDIUM
9.0,54,0.123,31.3,1,9.3,95.2,9.1,9,LOW
2.1,57,0.396,29.2,2,8.4,88.2,3.6,6,MEDIUM
46.2,402,0.524,26.1,3,3.1,60.0,17.0,11,MEDIUM
14.0,46,0.409,35.4,3,3.6,90.3,0.5,7,LOW
3.9,500,0.262,27.9,0,2.3,85.1,10.6,4,MEDIUM
16.7,128,0.317,34.7,1,6.6,48.1,1.7,11,LOW
14.4,97,0.19,33.4,1,7.2,73.6,0.9,10,LOW
6.7,132,0.376,28.6,2,4.3,51.4,4.4,12,MEDIUM
1.8,500,0.361,20.8,1,7.5,46.4,4.4,1,MEDIUM
16.7,41,0.332,23.8,0,9.9,35.7,9.2,11,LOW
11.0,37,0.204,25.0,1,6.3,68.0,8.3,1,LOW
22.2,49,0.25,24.0,0,6.7,57.5,11.6,8,LOW
11.0,92,0.174,35.6,2,4.1,36.2,1.9,5,LOW
28.7,30,0.309,49.0,1,0.6,80.3,20.5,7,MEDIUM
12.0,92,0.224,27.9,1,9.6,80.6,19.6,9,LOW
12.3,349,0.2,28.9,0,7.8,46.5,2.4,3,MEDIUM
31.4,102,0.782,27.3,1,7.1,96.9,6.4,12,MEDIUM
7.7,71,0.037,38.9,1,0.8,84.5,6.7,6,LOW
2.2,55,0.34,35.4,1,7.7,86.4,25.4,6,LOW
0.4,185,0.076,31.9,2,6.9,30.3,23.6,6,MEDIUM
21.1,46,0.256,22.3,2,5.9,98.5,0.7,1,MEDIUM
14.5,394,0.412,24.3,1,6.4,99.3,31.7,11,MEDIUM
18.3,423,0.132,33.4,2,9.2,65.5,0.7,10,MEDIUM
3.6,111,0.056,33.8,0,0.6,99.0,8.0,9,LOW
2.2,89,0.345,31.9,1,2.0,72.8,3.7,9,LOW
0.2,205,0.151,37.3,1,9.0,39.4,5.0,8,LOW
6.5,216,0.113,22.2,1,0.6,87.0,9.9,9,LOW
13.4,47,0.213,34.4,0,9.1,69.1,8.8,3,LOW
7.5,59,0.602,34.0,0,0.8,54.0,1.8,5,LOW
8.6,31,0.196,24.3,1,7.9,46.5,35.0,9,LOW
35.2,125,0.167,27.2,0,9.0,66.3,0.3,12,LOW
6.4,153,0.21,37.5,0,6.3,78.4,4.2,10,LOW
10.8,31,0.099,22.9,0,6.6,91.4,16.2,4,LOW
23.0,63,0.214,50.0,1,1.0,71.9,19.0,8,MEDIUM
7.6,31,0.53,36.4,0,2.5,59.1,16.0,7,LOW
14.6,44,0.117,31.5,3,9.0,74.2,4.7,3,MEDIUM
29.7,140,0.125,30.0,2,8.3,64.8,11.2,1,MEDIUM
44.8,50,0.384,38.3,0,1.1,75.6,14.5,1,LOW
2.4,71,0.42,28.7,1,8.2,72.6,8.6,10,LOW
39.2,30,0.489,29.0,0,4.5,98.5,11.4,4,LOW
10.2,105,0.049,43.6,2,5.8,73.6,8.1,7,MEDIUM
4.5,87,0.192,28.2,0,1.5,78.4,0.6,12,LOW
9.2,50,0.407,33.1,0,4.3,92.5,3.2,12,LOW
58.7,77,0.088,25.9,2,4.6,93.9,12.1,12,LOW
10.2,104,0.479,34.1,0,6.9,39.9,2.8,2,LOW
6.0,47,0.419,36.6,1,6.7,61.8,6.1,6,LOW
15.1,30,0.085,45.5,2,5.7,96.0,7.6,6,MEDIUM
4.1,382,0.185,24.5,2,0.8,97.2,11.1,6,MEDIUM
1.2,54,0.198,20.4,0,2.0,43.3,3.0,3,LOW
2.1,83,0.333,29.9,2,2.0,61.1,9.0,7,LOW
2.1,202,0.215,27.1,0,8.9,49.5,9.1,12,LOW
2.5,500,0.144,31.9,1,9.1,85.4,18.6,2,MEDIUM
2.2,33,0.552,36.2,1,8.2,89.7,8.0,2,LOW
15.4,129,0.182,50.0,0,2.2,62.8,3.5,1,MEDIUM
3.0,51,0.253,28.4,1,8.5,77.3,7.4,11,LOW
6.4,58,0.354,15.0,1,2.3,90.9,1.1,6,LOW
34.1,51,0.187,30.1,2,5.8,79.7,9.4,11,LOW
9.6,37,0.36,34.8,0,7.5,40.9,24.8,8,LOW
16.5,87,0.203,24.2,0,1.0,79.8,7.5,11,LOW
2.8,30,0.608,33.9,1,6.2,41.1,3.5,4,LOW
3.2,192,0.165,33.1,1,2.9,75.8,5.2,4,LOW
0.6,94,0.208,34.1,1,5.2,53.3,23.2,7,LOW
2.8,126,0.449,38.3,0,4.1,34.0,16.8,8,LOW
4.9,62,0.482,31.3,0,7.0,45.9,16.3,12,LOW
2.9,67,0.254,36.4,0,5.1,62.8,8.3,2,LOW
1.4,113,0.614,17.6,2,3.4,99.6,5.0,5,MEDIUM
1.9,35,0.068,24.3,2,9.1,47.9,1.4,3,LOW
9.3,68,0.248,29.3,0,9.6,98.5,37.1,8,LOW
3.5,45,0.201,24.0,1,8.1,55.5,2.0,1,LOW
6.8,44,0.275,32.1,1,6.0,97.2,2.9,7,LOW
10.5,30,0.15,29.3,1,8.9,96.9,14.5,11,LOW
17.6,263,0.283,28.4,1,6.2,40.0,4.3,6,LOW
0.6,52,0.097,39.1,2,1.9,88.0,8.8,2,LOW
24.1,228,0.24,32.7,1,0.7,66.2,14.3,6,LOW
14.8,212,0.239,23.3,3,7.4,78.0,8.1,8,MEDIUM
1.3,32,0.297,27.2,1,7.6,84.3,6.7,12,LOW
31.0,38,0.245,38.0,0,9.3,38.7,0.5,1,LOW
38.1,500,0.19,33.6,3,8.3,85.9,6.7,8,MEDIUM
0.9,365,0.131,41.6,0,6.6,51.2,6.1,10,MEDIUM
4.9,88,0.339,38.8,2,2.3,81.3,21.2,1,MEDIUM
24.6,111,0.186,28.9,1,6.1,70.2,5.9,9,LOW
20.7,54,0.381,43.5,2,4.6,77.9,9.9,1,LOW
3.1,127,0.193,44.1,1,2.7,73.6,14.9,8,LOW
3.5,51,0.115,17.7,0,8.1,86.7,6.3,8,LOW
6.9,30,0.074,32.3,0,1.9,92.6,3.0,10,LOW
9.9,31,0.154,27.6,1,6.5,61.4,22.4,9,LOW
14.4,92,0.587,29.9,1,6.3,57.5,22.6,10,LOW
6.9,36,0.083,25.5,3,3.4,47.0,23.0,12,MEDIUM
9.3,85,0.117,24.5,1,4.6,87.0,3.2,10,LOW
20.6,38,0.244,39.2,0,1.6,97.7,3.8,4,LOW
0.6,48,0.164,22.7,0,0.7,43.7,25.1,3,LOW
4.4,178,0.238,32.7,2,0.6,62.0,1.3,4,MEDIUM
18.7,110,0.345,21.2,2,2.2,83.9,10.7,8,LOW
33.8,89,0.533,42.2,1,8.7,74.5,3.5,4,LOW
10.8,182,0.184,32.2,1,5.5,87.1,12.8,9,LOW
11.4,132,0.628,38.0,2,1.6,31.1,17.9,3,MEDIUM
1.7,286,0.494,33.6,0,9.1,93.8,5.2,5,LOW
8.9,62,0.153,30.0,0,5.9,34.3,1.6,8,LOW
11.4,64,0.505,32.5,1,0.8,61.2,13.2,8,LOW
4.2,32,0.137,44.1,0,7.7,49.3,0.6,1,LOW
4.7,64,0.084,24.8,1,5.0,95.0,0.2,7,LOW
7.1,195,0.117,15.0,0,5.6,49.3,21.0,12,LOW
0.3,255,0.213,25.7,0,6.3,56.1,17.0,5,LOW
5.8,194,0.036,22.3,1,1.4,92.2,8.7,12,LOW
3.6,30,0.117,39.7,1,9.5,67.6,10.9,4,LOW
6.0,214,0.054,30.6,0,2.9,92.9,30.5,1,LOW
1.9,30,0.637,38.6,0,6.4,76.3,0.6,4,MEDIUM
33.2,185,0.193,32.3,0,8.6,35.5,2.4,3,LOW
13.5,67,0.366,32.1,0,3.7,60.4,13.1,1,LOW
17.0,158,0.174,33.3,1,6.5,42.3,3.1,9,LOW
23.4,31,0.245,43.8,0,9.9,34.6,2.3,7,LOW
10.4,230,0.072,33.5,0,8.6,56.2,5.8,7,LOW
1.4,30,0.147,40.9,2,7.9,93.6,12.9,2,LOW
11.6,53,0.291,40.4,0,4.7,38.2,2.4,11,LOW
13.3,41,0.07,30.7,3,4.8,30.5,5.6,7,MEDIUM
20.5,30,0.16,31.4,1,5.1,95.5,7.3,4,LOW
8.5,97,0.275,29.0,0,7.1,67.1,1.9,4,LOW
2.0,382,0.097,42.3,0,1.9,69.1,6.5,9,MEDIUM
5.0,500,0.511,24.5,3,8.7,95.0,20.1,4,MEDIUM
6.8,97,0.222,26.2,1,0.7,79.0,13.7,3,LOW
15.6,220,0.351,29.8,1,2.1,87.9,7.0,5,LOW
12.7,108,0.216,22.8,1,5.1,83.9,1.3,6,LOW
6.6,134,0.31,27.3,1,2.9,72.8,0.2,8,LOW
64.6,68,0.166,41.1,0,4.0,78.2,0.7,4,MEDIUM
14.0,105,0.101,37.2,0,3.7,69.2,13.9,9,LOW
4.1,138,0.097,28.6,1,3.1,54.9,12.2,3,LOW
1.6,57,0.336,38.4,2,4.1,50.0,13.7,5,MEDIUM
2.5,85,0.219,48.7,0,5.3,42.3,3.7,11,MEDIUM
4.2,86,0.155,34.5,1,5.0,54.8,0.9,3,LOW
2.6,174,0.083,43.4,3,8.2,70.4,12.5,6,MEDIUM
3.1,38,0.216,38.8,0,3.4,71.1,25.6,3,LOW
5.0,86,0.23,29.6,0,3.2,77.8,6.0,7,LOW
2.9,416,0.331,33.6,0,5.3,91.6,14.5,12,MEDIUM
34.1,228,0.33,36.2,0,1.0,75.6,13.0,11,LOW
1.3,265,0.463,26.0,1,1.6,42.0,19.2,12,LOW
11.2,92,0.051,15.0,0,8.1,31.8,0.3,3,LOW
7.9,116,0.303,25.3,0,5.2,43.8,31.1,5,LOW
60.6,201,0.198,15.0,2,1.1,93.6,20.1,7,MEDIUM
1.8,314,0.215,26.0,2,4.7,69.7,20.9,8,MEDIUM
7.6,30,0.166,18.3,2,4.3,89.4,56.1,9,MEDIUM
52.3,31,0.077,39.0,3,2.8,46.4,10.2,12,MEDIUM
30.1,257,0.145,22.5,2,4.0,79.7,0.9,6,LOW
25.5,72,0.231,36.4,0,2.3,81.2,17.3,6,LOW
4.5,53,0.313,38.1,0,4.8,86.7,1.4,1,LOW
2.8,33,0.338,37.6,0,4.4,67.5,13.4,6,LOW
16.6,58,0.103,17.1,0,6.3,85.5,5.5,5,LOW
39.8,30,0.246,41.0,0,9.4,95.5,0.1,9,LOW
12.2,480,0.3,35.4,1,2.3,97.0,5.7,11,MEDIUM
12.7,88,0.257,38.4,2,4.5,38.8,15.9,4,MEDIUM
4.9,86,0.032,46.6,0,5.8,73.7,0.9,4,MEDIUM
22.0,144,0.261,38.4,1,5.7,37.9,0.0,11,LOW
3.1,194,0.177,22.5,0,6.8,94.6,6.0,2,LOW
5.9,192,0.182,37.2,1,3.0,96.9,0.0,11,LOW
8.3,212,0.444,20.0,0,6.5,65.0,27.3,7,LOW
10.6,54,0.412,31.5,3,2.4,97.2,17.4,11,LOW
4.2,71,0.182,28.0,3,1.7,83.6,9.9,6,MEDIUM
1.8,167,0.211,32.1,0,8.4,78.7,0.2,7,LOW
14.1,59,0.106,19.9,3,5.0,70.7,8.4,9,MEDIUM
5.1,90,0.079,20.8,1,4.3,58.5,11.1,2,LOW
13.1,124,0.439,28.4,1,9.3,97.5,8.9,10,LOW
2.5,169,0.526,30.2,1,7.2,43.8,29.4,8,LOW
9.8,30,0.414,28.6,2,6.9,86.2,17.8,11,LOW
11.4,159,0.635,43.6,0,2.3,55.7,4.5,8,MEDIUM
0.8,75,0.294,35.4,0,2.5,82.7,11.9,9,LOW
6.2,159,0.241,35.2,1,5.1,41.5,6.2,6,LOW
2.2,168,0.325,28.9,1,6.7,56.1,26.4,2,LOW
1.0,326,0.284,20.9,1,4.3,96.2,9.6,5,MEDIUM
69.0,266,0.279,32.0,2,1.1,69.0,8.7,2,MEDIUM
5.8,264,0.25,46.5,0,7.0,64.4,6.9,4,MEDIUM
24.9,286,0.269,33.8,3,7.9,82.6,4.7,12,MEDIUM
4.4,114,0.369,40.9,3,9.5,59.2,1.6,5,LOW
17.2,92,0.117,41.9,0,4.4,64.5,3.2,8,LOW
21.4,181,0.398,36.5,0,3.0,69.2,4.0,10,LOW
13.6,162,0.353,33.8,1,9.3,99.3,1.7,9,LOW
9.6,70,0.051,24.1,0,7.3,86.4,16.8,11,LOW
8.0,124,0.306,30.3,1,1.1,32.8,0.0,11,LOW
6.4,88,0.416,29.1,0,6.0,84.9,24.7,5,LOW
39.8,45,0.14,34.6,2,0.8,65.2,1.4,11,LOW
26.6,253,0.377,20.7,0,2.7,46.1,0.5,6,LOW
50.3,94,0.497,27.7,1,1.2,89.7,53.4,12,LOW
2.0,464,0.288,35.2,1,2.4,48.9,85.0,1,MEDIUM
19.7,30,0.371,26.4,3,5.2,52.4,2.1,1,LOW
41.8,58,0.095,24.7,1,3.3,34.4,1.4,1,LOW
3.0,92,0.413,25.7,0,1.3,98.4,2.2,2,LOW
1.0,224,0.278,29.8,0,5.1,85.7,7.2,8,LOW
20.3,124,0.473,15.0,1,7.2,40.4,3.9,5,LOW
12.8,115,0.406,26.0,2,1.0,64.3,4.1,11,LOW
27.7,37,0.259,39.6,1,8.9,53.6,16.6,10,LOW
2.3,36,0.278,34.6,1,6.7,32.3,22.1,3,LOW
23.8,117,0.198,35.4,2,5.4,94.9,35.0,5,MEDIUM
3.4,30,0.283,17.4,0,4.3,88.8,7.2,11,LOW
2.7,59,0.523,28.7,2,4.2,99.1,2.8,8,MEDIUM
2.7,134,0.25,31.1,2,3.7,47.0,8.1,7,MEDIUM
25.3,41,0.52,35.7,2,1.6,79.0,20.5,10,MEDIUM
16.4,325,0.53,40.9,3,1.3,38.3,0.3,2,MEDIUM
11.1,240,0.136,39.6,0,3.4,60.2,24.2,10,LOW
6.7,30,0.231,27.3,1,6.8,89.3,2.6,9,LOW
31.5,43,0.167,27.5,0,3.2,30.6,3.7,12,LOW
7.5,30,0.442,43.3,0,8.2,63.6,4.5,10,LOW
25.4,48,0.261,29.1,0,4.1,60.4,24.5,4,LOW
8.7,166,0.279,23.3,2,6.5,78.4,1.9,6,LOW
7.1,65,0.431,30.3,0,4.6,46.7,2.5,2,LOW
9.3,130,0.618,42.8,0,5.2,42.1,13.1,11,MEDIUM
5.4,30,0.617,24.8,1,2.9,75.5,27.3,5,LOW
20.7,170,0.223,28.6,2,5.4,74.9,1.1,6,LOW
10.5,58,0.541,25.1,1,1.6,82.6,7.4,2,LOW
4.0,91,0.377,39.7,0,4.2,47.3,24.6,1,LOW
34.5,84,0.389,34.3,1,4.8,31.1,21.7,10,LOW
7.3,33,0.639,39.4,0,7.2,91.5,29.7,11,LOW
11.8,36,0.111,44.5,3,4.3,44.4,23.2,11,LOW
35.5,195,0.235,19.9,3,6.8,59.3,3.8,3,LOW
14.7,124,0.528,25.9,0,2.2,62.8,2.3,11,LOW
1.9,209,0.222,28.5,1,0.7,43.1,23.2,2,LOW
42.2,117,0.343,32.6,2,5.3,66.5,12.4,12,MEDIUM
14.8,101,0.188,36.0,0,5.0,94.0,4.8,6,LOW
6.1,30,0.215,28.1,1,6.9,49.0,12.5,11,LOW
2.2,73,0.371,26.5,0,3.5,66.4,3.7,3,LOW
23.7,88,0.421,39.7,0,0.8,51.6,8.7,2,LOW
14.5,429,0.194,36.4,3,7.4,98.7,2.7,7,MEDIUM
11.4,156,0.419,34.5,1,9.5,45.4,8.2,1,LOW
33.6,308,0.245,15.0,2,4.2,37.7,25.7,9,MEDIUM
23.3,145,0.401,41.7,1,6.3,40.0,14.8,1,LOW
2.5,51,0.273,33.5,0,5.7,55.7,10.7,5,LOW
5.6,99,0.337,30.7,0,5.9,68.7,2.8,7,LOW
4.3,109,0.262,25.4,2,8.7,76.8,0.7,10,MEDIUM
20.4,42,0.082,26.9,0,7.5,69.4,12.4,5,LOW
0.5,66,0.222,24.9,0,7.8,93.4,8.6,3,LOW
12.7,76,0.286,16.0,0,1.4,55.2,2.4,2,LOW
21.6,325,0.252,25.5,0,1.9,79.9,27.3,2,MEDIUM
31.4,30,0.665,19.2,0,6.8,48.8,8.0,9,LOW
6.3,236,0.418,31.5,2,5.6,77.7,8.5,11,LOW
25.8,43,0.339,22.8,0,7.9,94.8,3.5,6,LOW
1.8,30,0.283,37.8,2,1.4,98.5,21.2,4,MEDIUM
28.1,231,0.063,18.7,0,5.9,81.1,22.2,10,LOW
2.0,162,0.273,41.6,1,5.1,96.0,12.6,10,LOW
7.6,246,0.405,38.7,1,8.6,77.6,1.0,7,LOW
23.9,171,0.178,23.5,2,2.3,97.4,0.9,2,LOW
2.4,468,0.177,31.2,2,3.8,92.9,6.3,4,MEDIUM
3.9,141,0.117,25.2,1,1.9,37.5,1.5,1,LOW
19.2,79,0.134,36.6,2,4.8,63.2,4.0,11,MEDIUM
19.1,118,0.802,46.4,0,8.9,54.3,1.9,4,MEDIUM
15.4,243,0.417,41.4,1,6.9,31.9,3.7,7,LOW
17.8,48,0.345,26.5,1,7.6,62.7,28.6,10,LOW
11.7,53,0.342,32.9,0,1.4,40.4,14.0,9,LOW
4.4,70,0.609,44.2,1,4.8,32.6,1.5,11,MEDIUM
6.4,30,0.487,36.2,1,8.5,61.2,11.1,5,LOW
3.0,101,0.053,40.1,1,8.5,46.3,0.3,6,LOW
35.9,30,0.149,37.2,0,9.9,95.5,41.1,7,LOW
13.1,94,0.36,32.6,1,5.5,86.9,7.6,9,LOW
7.7,180,0.309,31.4,2,0.5,96.9,7.0,11,LOW
9.3,61,0.287,22.3,1,9.0,91.7,2.7,10,LOW
44.1,344,0.107,25.9,1,9.6,81.0,6.1,11,MEDIUM
2.5,30,0.236,24.8,3,9.3,71.8,7.5,10,LOW
13.2,233,0.389,29.2,2,7.8,34.6,10.7,8,MEDIUM
10.6,154,0.197,32.8,3,2.5,48.6,0.5,9,MEDIUM
14.2,30,0.093,31.1,0,1.8,79.8,4.2,5,LOW
0.3,500,0.434,33.7,1,7.2,58.1,4.9,9,MEDIUM
30.9,86,0.089,37.3,0,1.8,52.8,1.6,8,LOW
40.3,45,0.426,28.7,1,9.6,37.3,2.7,2,LOW
