hourly_rate,normal_work_hours,rainfall_mm,traffic_disruption,aqi,day_of_week,is_peak_hour,city_index,income_lost_inr
82,9.8,11.8,0.086,48,0,0,2,50.61
83,9.0,11.2,0.327,130,6,0,1,141.54
82,9.1,22.5,0.041,39,6,0,7,56.15
64,9.9,35.2,0.325,120,0,1,3,93.58
66,7.3,10.7,0.441,101,2,1,0,87.66
90,6.2,1.5,0.351,57,5,0,2,115.65
74,8.5,1.7,0.312,81,5,0,4,18.34
89,11.5,12.9,0.459,33,6,0,5,191.76
71,9.1,1.0,0.069,78,2,0,7,0.0
123,11.3,11.4,0.209,84,5,1,0,180.08
76,6.8,39.9,0.392,40,0,1,7,103.52
98,7.6,0.0,0.409,298,1,1,7,122.65
116,9.8,2.5,0.366,152,6,0,5,123.93
97,6.1,34.7,0.305,61,2,1,0,186.43
75,6.9,8.1,0.307,59,2,0,7,30.84
79,6.7,4.1,0.339,730,1,0,3,118.36
50,9.1,3.4,0.154,58,4,0,1,46.51
50,11.3,23.9,0.079,9,6,1,2,79.26
80,6.0,6.7,0.405,112,4,0,3,47.9
71,6.3,12.1,0.541,7,5,0,4,92.37
63,10.0,4.5,0.434,149,5,0,4,86.97
81,8.2,9.4,0.25,130,0,1,2,95.12
71,11.4,19.1,0.17,94,1,0,6,58.68
65,9.2,5.0,0.155,438,2,1,2,129.72
95,6.4,6.1,0.19,135,1,0,2,70.02
61,6.0,7.0,0.357,120,0,0,7,25.37
90,8.6,11.0,0.214,122,6,0,0,131.92
84,8.4,4.4,0.245,41,2,1,0,87.96
100,8.9,7.1,0.366,139,2,1,4,131.91
73,8.6,9.5,0.102,124,3,0,0,103.7
60,9.6,5.3,0.186,37,2,1,6,43.99
70,11.4,0.1,0.372,35,0,0,4,151.46
79,10.5,3.8,0.292,107,1,1,3,103.87
95,9.2,20.3,0.105,159,4,1,4,74.7
92,9.2,4.0,0.405,27,2,0,4,96.9
77,11.9,20.7,0.425,48,1,1,5,139.49
79,11.7,6.3,0.058,27,4,0,7,83.26
90,6.9,24.1,0.28,37,4,0,1,86.21
96,9.8,5.6,0.334,29,4,0,5,63.71
85,7.9,4.2,0.523,60,4,0,5,43.97
84,7.2,3.3,0.171,37,2,0,0,0.0
84,11.7,4.3,0.071,59,5,0,1,79.6
84,6.5,2.7,0.27,27,6,1,0,9.11
84,6.2,16.7,0.218,144,1,1,7,83.79
65,8.8,48.1,0.143,23,3,0,0,106.06
56,9.2,6.1,0.569,65,3,1,4,86.0
67,6.6,4.9,0.442,44,2,1,4,101.71
73,11.7,12.2,0.558,188,4,0,1,272.1
90,6.6,6.8,0.169,124,3,1,7,49.27
76,10.3,0.6,0.073,439,3,0,3,78.16
83,8.2,5.1,0.586,34,2,0,0,99.26
81,7.6,19.3,0.31,64,3,1,4,57.95
87,7.3,0.9,0.091,147,2,1,0,47.87
74,7.1,3.6,0.147,41,1,0,6,33.2
69,9.2,44.2,0.146,30,4,0,2,113.58
55,6.3,4.0,0.487,36,5,0,3,64.8
85,10.6,22.9,0.639,85,5,0,4,230.48
50,7.4,27.5,0.639,46,4,0,5,115.96
82,8.6,13.7,0.465,603,1,1,3,127.78
93,6.5,7.7,0.506,92,1,1,3,94.54
78,8.8,37.4,0.267,34,1,1,3,170.86
85,9.8,39.7,0.124,167,6,1,7,171.21
74,6.3,12.1,0.405,52,1,1,7,101.51
80,11.2,16.4,0.205,153,2,0,6,44.36
78,7.8,25.5,0.096,72,6,0,1,65.42
90,8.0,1.4,0.173,119,6,1,0,83.5
76,7.0,10.0,0.36,36,4,1,7,71.07
62,11.3,23.9,0.036,164,5,1,7,64.36
85,8.1,29.3,0.141,37,4,1,2,65.18
78,7.8,95.2,0.476,96,2,1,1,303.11
70,10.3,15.8,0.039,241,2,1,6,104.79
90,7.9,2.8,0.217,129,0,1,7,52.03
110,8.8,12.1,0.296,147,0,0,7,160.06
87,12.0,54.7,0.107,198,0,1,7,192.44
92,8.9,10.6,0.049,203,2,1,3,93.38
82,8.8,5.8,0.556,34,6,0,6,26.99
101,10.8,3.8,0.253,118,0,1,5,172.06
90,6.3,5.2,0.475,32,5,0,5,76.01
72,8.3,16.0,0.076,39,0,1,2,59.13
89,10.2,2.8,0.07,89,5,0,6,46.3
86,11.5,12.3,0.172,48,2,0,0,47.21
74,9.9,11.8,0.465,133,1,0,5,88.34
99,9.2,3.7,0.246,412,4,1,3,207.63
61,8.8,8.4,0.168,41,1,1,7,23.29
86,8.9,24.2,0.4,31,1,1,2,121.71
74,8.8,19.0,0.506,86,5,1,5,109.51
56,11.6,10.6,0.084,31,0,1,3,44.3
82,10.9,13.2,0.157,93,4,0,1,73.96
74,7.9,0.4,0.585,102,0,1,7,78.84
71,6.4,1.1,0.054,747,4,0,5,106.61
64,10.1,5.6,0.119,108,4,0,7,15.73
110,10.4,5.8,0.304,47,2,1,7,115.25
50,10.6,4.2,0.072,52,2,1,6,60.08
50,7.4,12.6,0.063,49,4,1,7,39.85
88,9.8,11.2,0.183,122,4,0,5,39.12
87,9.8,13.8,0.401,4,2,0,5,102.98
59,6.7,3.2,0.649,122,4,1,4,75.65
71,10.6,0.0,0.241,59,2,1,1,12.14
89,9.6,41.0,0.323,110,3,1,3,259.14
76,9.0,17.8,0.391,53,4,0,4,103.51
92,6.2,7.3,0.12,122,1,0,4,90.03
79,8.8,0.5,0.21,41,1,1,6,52.26
72,11.1,2.7,0.296,20,3,0,4,33.15
58,8.2,0.7,0.461,71,5,0,4,47.22
79,11.9,7.8,0.358,71,3,0,5,115.05
70,10.7,2.9,0.301,70,5,0,0,37.34
95,10.9,9.3,0.358,12,5,1,3,166.11
94,9.5,0.8,0.127,90,5,0,1,0.0
76,7.7,14.9,0.088,69,6,0,0,27.35
79,8.4,1.3,0.185,94,0,0,4,28.78
74,9.7,4.4,0.204,59,6,1,5,79.83
72,11.3,12.4,0.385,469,2,0,7,251.49
64,10.4,1.4,0.5,70,0,1,2,130.6
81,8.2,46.1,0.4,145,6,0,2,217.19
76,7.5,2.5,0.31,316,1,0,5,70.75
102,9.8,0.4,0.121,137,6,0,7,0.0
75,6.5,13.3,0.386,84,4,1,4,92.28
116,8.2,5.8,0.172,329,2,1,1,191.92
107,7.5,41.1,0.415,30,3,0,0,174.57
69,11.2,1.1,0.18,142,5,0,1,118.98
79,9.9,5.3,0.357,28,3,1,6,72.95
57,6.7,10.8,0.422,86,4,1,6,47.1
74,9.1,9.4,0.394,34,3,0,3,81.32
86,10.7,8.0,0.38,15,1,1,0,65.05
83,6.7,5.8,0.125,17,6,0,4,0.0
68,9.4,21.6,0.37,280,3,0,0,107.14
79,10.5,1.8,0.147,30,3,0,0,46.97
88,7.3,8.4,0.206,59,3,0,6,27.75
78,11.6,10.2,0.122,40,1,0,0,128.97
100,9.3,25.9,0.373,208,0,1,1,217.65
79,9.8,4.0,0.53,18,4,0,1,80.91
56,8.1,3.8,0.288,37,6,1,4,6.98
56,10.6,19.9,0.137,1460,1,0,5,248.71
74,9.6,3.9,0.259,244,2,1,7,98.03
62,11.5,0.7,0.204,31,5,1,1,58.17
56,8.9,8.9,0.444,198,1,0,3,31.01
74,9.6,17.1,0.238,52,0,0,1,30.69
92,9.5,2.0,0.141,118,4,0,4,63.25
73,9.5,17.2,0.097,27,6,0,6,55.89
85,10.3,5.3,0.61,61,3,0,2,159.01
102,6.6,35.6,0.375,119,0,1,3,147.14
86,9.6,1.1,0.482,28,4,0,4,102.86
66,8.5,4.5,0.119,55,0,0,4,42.45
80,8.7,2.8,0.48,88,5,0,2,101.21
73,8.6,27.3,0.047,134,0,1,1,119.85
88,6.7,3.9,0.168,98,3,1,6,54.03
83,6.1,3.7,0.212,128,4,0,6,2.0
76,6.6,14.6,0.188,12,3,0,0,72.61
81,8.6,35.7,0.291,9,0,1,2,243.77
75,8.3,10.7,0.414,62,3,0,6,69.88
56,6.8,34.1,0.533,195,6,0,1,93.38
51,10.3,12.9,0.369,46,6,0,7,57.27
93,10.3,2.6,0.214,27,1,0,6,29.23
95,11.5,16.4,0.305,10,3,1,5,119.53
83,11.1,4.2,0.07,71,5,0,2,57.89
94,11.0,4.4,0.188,17,4,1,3,119.25
106,10.8,19.9,0.183,35,1,0,7,53.51
73,11.3,3.6,0.471,39,2,1,6,92.93
69,9.1,4.9,0.267,10,6,0,1,48.7
91,6.5,52.3,0.344,50,4,0,6,137.08
101,9.4,2.2,0.152,366,3,0,3,151.61
70,11.1,12.0,0.21,502,3,0,5,152.48
102,6.6,6.0,0.112,285,5,1,4,143.3
74,10.9,4.6,0.212,27,6,1,4,88.01
83,6.8,1.7,0.154,361,3,0,2,35.86
75,6.2,9.1,0.093,50,6,1,3,0.0
84,10.2,10.1,0.265,26,1,0,1,163.28
64,9.9,14.0,0.232,46,1,1,0,81.51
95,11.3,18.6,0.281,130,6,0,5,223.67
55,10.0,6.4,0.374,32,2,0,7,104.69
66,7.6,9.3,0.04,76,0,0,1,12.51
99,11.5,0.8,0.144,33,4,0,3,71.91
114,11.4,6.5,0.203,270,3,1,3,194.71
72,11.7,1.7,0.107,106,6,0,6,13.34
103,10.4,0.0,0.045,40,4,0,4,0.0
99,11.2,0.7,0.319,31,1,0,7,113.4
86,7.4,0.3,0.393,146,3,1,5,32.65
73,9.5,6.0,0.168,111,0,1,1,39.58
101,7.6,5.8,0.555,37,5,0,2,124.6
77,8.0,2.7,0.019,33,2,0,2,15.37
87,11.0,7.5,0.084,10,4,0,7,92.81
50,10.3,1.0,0.408,73,0,0,6,55.17
74,11.6,4.1,0.133,94,3,1,6,76.14
71,10.7,0.6,0.36,31,5,0,3,37.23
82,7.7,0.1,0.289,37,5,0,0,44.44
75,11.3,10.6,0.349,250,4,0,5,168.2
72,6.5,15.2,0.061,64,5,0,4,35.31
80,6.5,3.6,0.119,73,6,0,6,0.0
68,7.6,14.2,0.36,22,6,1,7,96.93
55,10.8,11.9,0.036,35,1,1,4,80.89
73,11.6,17.9,0.315,89,4,1,6,72.2
77,9.9,2.8,0.52,123,3,0,5,155.69
91,11.6,7.9,0.191,101,5,0,5,161.21
77,9.6,2.8,0.284,34,0,1,2,62.45
86,11.6,24.5,0.325,97,6,1,6,137.7
69,8.5,12.4,0.417,33,3,0,1,38.9
80,11.8,1.1,0.067,39,1,0,1,61.13
54,7.3,5.5,0.413,88,6,1,3,25.51
71,7.4,0.5,0.432,137,3,1,4,54.35
50,7.5,50.2,0.284,436,5,0,1,168.03
62,7.0,20.8,0.269,740,1,1,0,118.6
61,9.0,5.2,0.146,44,1,0,1,37.35
89,9.3,5.8,0.123,248,3,1,7,115.28
85,10.7,5.5,0.745,119,2,0,7,220.28
96,7.8,12.9,0.36,21,1,1,7,95.55
60,11.5,5.1,0.711,62,4,0,5,119.77
92,11.0,2.9,0.069,179,6,1,6,0.0
71,10.5,3.7,0.199,72,3,1,5,0.0
107,11.9,19.1,0.426,173,4,1,4,202.81
77,6.2,1.3,0.376,60,6,1,5,66.26
104,11.9,6.7,0.3,47,1,1,1,145.69
123,7.4,6.0,0.398,40,3,0,5,106.88
86,6.2,9.8,0.228,18,6,0,5,66.72
107,8.7,0.8,0.663,325,3,0,4,225.92
75,10.1,0.4,0.245,23,1,0,6,92.96
100,7.8,14.2,0.162,234,0,0,4,151.54
79,8.7,8.9,0.449,140,3,1,4,90.15
89,7.4,1.6,0.177,75,6,0,3,53.28
88,6.0,5.8,0.052,170,3,1,4,67.54
77,11.4,8.9,0.34,96,4,0,5,121.93
58,8.2,5.2,0.193,55,1,1,2,49.04
60,6.9,1.5,0.343,50,5,1,3,22.2
97,8.3,2.0,0.15,188,6,0,7,16.26
83,6.1,3.4,0.383,17,1,0,4,26.48
95,6.5,0.0,0.093,10,2,1,7,49.79
72,9.3,15.7,0.232,120,3,0,4,81.73
75,7.4,13.9,0.244,58,2,1,5,50.13
75,9.9,25.6,0.109,118,3,1,3,109.31
55,8.7,1.5,0.257,26,4,0,5,25.55
75,6.4,11.5,0.19,41,6,0,3,0.46
75,9.2,15.4,0.232,170,2,0,6,122.98
80,9.8,11.2,0.213,57,0,0,0,80.44
76,9.3,5.3,0.313,33,3,1,6,89.87
100,7.5,4.7,0.401,6,2,0,0,75.59
71,6.2,1.8,0.144,222,3,0,0,41.47
93,8.5,42.7,0.418,84,1,0,4,208.96
85,10.0,1.4,0.331,108,3,1,7,143.82
80,6.4,13.8,0.308,150,6,0,0,73.73
91,11.5,26.0,0.36,22,1,0,1,186.57
75,8.1,27.7,0.127,42,6,0,6,133.37
72,8.1,31.0,0.278,29,5,1,5,93.58
75,8.0,12.9,0.226,56,2,0,6,71.19
83,11.4,1.7,0.476,11,3,1,3,56.03
52,11.7,8.8,0.202,24,1,0,7,9.9
77,11.3,6.9,0.362,235,6,0,3,112.67
90,10.7,13.4,0.212,22,1,0,0,50.15
80,7.6,7.4,0.006,45,5,0,5,59.65
82,10.4,20.7,0.046,116,2,1,3,123.14
87,7.8,6.4,0.608,170,4,0,1,80.7
81,8.3,16.8,0.129,183,1,1,3,42.45
56,6.9,36.3,0.027,104,1,1,2,66.29
102,9.2,15.6,0.412,39,0,0,7,194.02
119,10.8,17.3,0.225,42,2,1,7,102.1
103,10.1,14.9,0.054,63,5,0,1,119.96
77,8.3,22.0,0.174,149,2,1,5,163.13
67,10.0,4.1,0.362,24,1,1,5,103.78
103,9.8,58.1,0.483,163,4,0,7,445.82
82,9.2,19.1,0.22,16,6,1,4,126.06
94,7.6,17.0,0.193,67,0,0,0,42.96
65,6.2,1.1,0.171,25,3,1,6,26.74
88,6.2,4.9,0.332,91,4,0,6,51.27
86,11.7,3.5,0.161,100,4,0,3,76.69
101,11.2,1.4,0.037,31,3,1,0,16.75
92,7.4,29.4,0.357,170,5,1,7,217.87
83,7.2,11.3,0.33,51,0,1,0,75.62
108,7.8,27.3,0.217,22,4,1,0,111.65
76,9.4,9.1,0.181,19,4,0,3,80.22
103,6.1,29.0,0.052,119,5,1,3,101.03
88,11.4,31.3,0.323,38,2,1,0,201.85
91,10.6,12.7,0.113,58,3,0,6,56.82
125,9.2,8.3,0.242,110,6,0,7,119.16
50,11.2,3.0,0.345,13,3,0,4,73.79
59,9.3,29.5,0.161,36,0,0,7,53.05
98,6.5,18.2,0.261,100,2,0,0,125.64
94,9.3,4.9,0.172,59,5,0,0,31.69
82,8.9,13.2,0.037,93,3,0,7,59.9
97,10.2,11.3,0.188,39,6,0,0,104.36
63,8.1,1.4,0.04,85,1,0,3,11.67
109,8.2,32.1,0.18,128,1,0,5,162.84
101,11.7,0.1,0.526,15,2,0,2,78.72
105,11.5,21.1,0.178,262,2,0,7,239.53
56,11.4,8.6,0.026,403,0,0,7,125.7
96,8.5,21.0,0.218,29,2,1,4,44.81
80,10.5,9.7,0.113,87,0,1,5,98.34
116,11.6,2.0,0.674,65,0,1,3,190.63
84,11.8,7.7,0.166,157,5,0,3,110.23
67,7.5,25.3,0.213,61,6,1,6,67.98
89,7.3,3.1,0.35,142,2,0,0,75.92
55,9.0,1.5,0.39,22,2,0,4,16.37
96,11.2,6.4,0.018,20,0,1,4,136.99
74,9.2,20.0,0.63,19,6,1,2,89.77
77,10.8,14.7,0.316,74,1,1,6,113.98
84,8.8,68.7,0.189,14,1,0,5,177.47
75,10.5,25.5,0.166,35,1,1,1,125.4
104,7.6,2.3,0.178,82,4,1,7,0.0
76,10.9,18.6,0.167,19,6,1,1,104.44
88,10.8,15.2,0.244,272,1,1,2,138.5
88,7.3,2.6,0.208,87,3,0,5,36.88
81,11.2,18.2,0.082,88,0,1,0,110.1
68,6.7,3.3,0.393,197,3,0,4,77.67
50,10.6,7.3,0.164,19,1,1,0,56.02
97,11.1,3.9,0.639,311,6,1,5,179.48
64,11.0,7.2,0.249,19,5,0,1,85.92
110,7.5,4.3,0.761,127,1,0,0,173.32
71,6.5,12.9,0.18,43,6,1,2,71.73
99,6.2,19.4,0.608,122,2,0,5,109.74
82,6.1,0.2,0.24,393,6,0,6,62.77
104,9.1,6.2,0.074,36,3,0,4,7.31
86,7.2,1.9,0.613,84,5,0,0,110.41
87,11.2,0.2,0.206,171,1,0,1,121.76
63,7.0,49.0,0.108,69,0,1,1,115.25
91,10.0,13.4,0.42,20,1,1,2,138.77
94,11.5,7.2,0.507,88,2,0,3,161.69
83,11.8,6.8,0.308,33,4,0,4,151.51
97,11.2,22.1,0.249,183,3,1,3,134.72
86,7.2,10.1,0.453,38,1,0,3,47.71
98,9.2,16.6,0.2,623,0,0,5,270.56
82,7.1,30.4,0.112,90,0,1,4,44.51
97,9.6,25.8,0.417,174,4,0,3,290.48
84,7.4,1.2,0.134,57,4,0,4,30.97
111,8.0,8.0,0.072,385,5,0,5,216.69
75,9.3,12.0,0.464,82,0,1,3,84.6
79,6.7,7.5,0.22,423,1,1,2,80.59
70,8.1,4.1,0.309,53,1,1,5,65.89
74,8.0,29.8,0.269,96,4,0,6,69.25
72,9.5,27.5,0.091,31,0,0,4,69.22
111,9.4,22.1,0.493,75,6,1,3,171.67
111,8.3,32.5,0.065,45,3,1,0,100.59
78,11.2,16.3,0.167,22,1,0,6,115.02
101,9.9,5.9,0.244,513,2,1,5,148.67
78,10.8,8.3,0.155,257,5,0,5,123.33
87,9.4,20.8,0.496,49,1,0,1,211.7
103,8.3,29.0,0.138,89,1,0,6,147.44
77,8.3,13.3,0.03,124,6,1,2,53.31
65,7.2,10.4,0.428,80,4,0,1,46.0
87,11.0,26.8,0.465,26,6,0,7,111.03
68,11.1,16.6,0.332,87,3,0,3,133.35
81,6.7,29.3,0.123,63,5,1,0,92.53
85,11.0,25.7,0.036,62,2,0,4,166.43
90,10.9,4.8,0.112,27,4,0,7,74.38
90,9.6,1.7,0.368,20,1,1,5,84.17
85,10.5,14.5,0.123,458,0,1,7,198.54
93,11.5,32.6,0.24,79,5,0,6,197.46
103,8.9,28.8,0.494,79,3,0,5,134.95
93,10.7,30.3,0.495,22,6,0,1,200.94
96,11.8,24.6,0.329,23,0,0,3,188.53
67,8.3,6.9,0.075,296,2,0,2,33.92
83,8.7,33.1,0.115,301,5,0,2,195.04
86,9.9,12.2,0.099,59,3,0,5,65.81
115,9.0,21.3,0.43,49,4,0,5,88.56
50,7.6,4.3,0.267,206,3,0,2,24.47
93,9.7,8.3,0.46,80,4,1,3,201.14
88,10.6,1.5,0.281,14,1,0,2,90.15
91,6.0,2.0,0.352,677,5,1,7,113.36
60,7.2,19.8,0.379,61,4,0,7,87.01
83,12.0,34.6,0.309,181,5,1,4,248.89
108,11.2,9.0,0.393,43,5,0,0,237.39
63,12.0,8.0,0.075,316,4,1,1,187.87
91,9.8,34.2,0.302,390,4,1,0,216.45
71,9.0,21.3,0.372,65,3,0,6,109.47
105,6.2,2.4,0.167,15,5,0,1,91.75
93,8.1,0.5,0.031,74,0,0,5,51.19
87,8.5,36.0,0.244,147,1,0,4,125.9
69,6.8,9.3,0.296,70,1,0,6,91.35
78,8.4,12.5,0.423,27,4,1,2,115.43
75,7.4,9.1,0.399,313,5,1,4,148.03
67,8.7,16.1,0.473,82,6,0,3,66.3
78,9.6,27.3,0.393,59,2,0,7,103.53
51,10.0,61.0,0.531,38,3,0,0,171.23
91,9.2,5.4,0.334,29,5,0,6,102.17
74,6.2,8.8,0.396,82,4,0,4,34.98
69,11.5,25.8,0.411,70,4,0,5,197.99
58,11.0,6.9,0.196,27,1,0,2,119.46
86,9.6,5.3,0.286,48,3,1,6,48.92
109,11.1,41.7,0.656,100,6,1,4,339.17
75,11.2,15.8,0.243,66,5,0,1,181.02
101,7.4,8.5,0.445,133,3,0,2,94.34
89,7.6,19.1,0.325,69,1,1,6,58.08
78,6.4,4.6,0.322,23,0,1,6,80.67
109,9.3,10.7,0.374,228,1,0,6,212.83
54,10.3,14.9,0.239,269,2,0,4,137.1
82,6.7,15.1,0.136,180,6,0,5,71.59
75,8.8,2.6,0.248,17,1,0,6,45.5
85,10.9,63.0,0.047,69,6,0,5,230.22
63,10.0,16.8,0.302,34,2,0,7,71.43
92,9.4,16.3,0.057,64,5,0,3,54.41
56,9.2,10.6,0.149,98,5,0,6,24.36
90,8.2,5.0,0.139,40,2,1,2,14.98
72,8.6,8.0,0.231,228,4,0,6,71.02
87,7.7,6.7,0.461,60,6,0,0,97.82
69,10.0,1.5,0.157,104,2,0,6,91.72
67,9.9,31.0,0.251,109,0,0,6,73.75
104,7.2,8.5,0.112,115,3,0,2,76.05
106,7.6,0.5,0.219,78,0,1,5,0.0
63,11.9,6.5,0.297,57,5,0,1,92.99
82,6.6,6.5,0.008,31,0,0,2,0.0
92,10.2,1.1,0.238,107,5,0,0,0.0
79,9.1,2.6,0.118,33,4,1,3,48.56
80,6.5,1.0,0.525,23,1,0,3,64.04
91,6.4,2.1,0.323,68,3,0,5,10.33
88,10.8,1.5,0.403,59,2,0,0,148.53
73,9.7,27.9,0.257,25,3,1,6,105.92
88,6.3,18.0,0.147,243,4,0,5,100.92
76,7.7,24.8,0.464,192,3,1,7,167.01
75,7.6,1.8,0.448,31,0,1,4,107.87
69,9.4,13.3,0.28,38,3,1,5,73.99
69,7.4,27.8,0.383,52,5,0,1,73.09
84,10.8,36.8,0.142,243,6,0,1,255.97
57,7.4,0.7,0.31,82,1,1,5,65.04
57,8.7,5.7,0.066,286,4,0,0,73.33
77,8.5,5.4,0.194,133,6,1,7,74.14
80,6.4,2.5,0.36,54,5,1,2,78.75
64,8.3,2.0,0.268,220,4,1,3,54.04
106,8.4,5.6,0.303,22,4,0,3,79.78
69,6.9,14.9,0.203,42,0,0,3,70.73
70,11.3,15.7,0.373,24,5,0,5,127.87
69,8.2,10.3,0.133,283,1,0,6,106.77
94,11.1,18.5,0.148,121,6,1,6,50.36
105,9.5,14.6,0.267,126,5,1,4,130.1
66,6.1,19.0,0.276,9,0,1,3,68.1
93,10.1,44.2,0.284,33,2,0,4,211.13
84,8.4,10.4,0.304,81,6,1,5,111.45
69,10.4,17.5,0.326,32,6,0,6,83.09
84,10.1,21.5,0.426,60,1,0,0,212.57
60,10.4,29.3,0.143,11,1,0,2,77.75
76,10.2,9.5,0.093,741,5,0,7,154.88
65,6.1,30.1,0.272,287,5,0,3,90.31
75,11.8,9.3,0.309,17,1,0,0,127.62
81,8.8,14.2,0.298,17,4,0,5,74.71
102,11.3,5.1,0.563,53,1,1,5,37.65
81,7.0,50.4,0.255,33,2,0,4,120.68
65,8.1,2.9,0.289,37,6,0,1,41.55
80,11.8,3.6,0.066,176,5,1,1,73.56
50,11.3,3.5,0.126,12,6,0,4,46.86
93,10.8,6.6,0.341,10,3,1,3,72.53
68,7.7,17.5,0.27,37,1,0,4,51.19
108,10.2,49.8,0.148,214,1,0,6,297.58
94,7.4,11.5,0.112,52,4,1,5,41.87
82,10.0,11.5,0.253,271,6,0,4,120.03
76,11.8,9.0,0.308,12,0,1,3,55.68
74,8.1,27.9,0.283,39,2,1,0,125.62
75,8.9,4.8,0.487,24,0,1,5,134.74
80,8.4,2.5,0.159,54,2,0,2,0.0
74,6.6,3.1,0.242,15,3,0,1,21.72
88,11.7,23.6,0.314,19,4,0,0,218.47
102,8.3,2.2,0.201,20,1,0,3,54.75
82,11.8,8.3,0.552,78,6,0,1,143.29
97,10.3,4.7,0.396,113,6,1,0,210.38
60,7.3,2.4,0.386,56,3,1,1,29.9
85,9.6,10.2,0.133,72,6,1,7,97.12
81,6.5,23.2,0.485,40,1,1,3,118.01
59,7.2,4.6,0.087,76,0,0,6,0.0
76,6.6,1.5,0.488,181,4,0,7,68.67
93,6.4,11.7,0.18,13,6,0,5,52.03
50,9.7,16.2,0.347,80,0,1,4,102.72
77,7.6,9.8,0.081,40,2,0,0,89.44
73,10.5,1.5,0.036,24,4,1,6,3.48
84,8.0,0.1,0.242,59,4,0,4,61.21
94,11.2,1.1,0.323,77,4,1,2,132.65
90,8.6,30.7,0.139,110,4,0,0,151.39
95,8.1,10.3,0.242,329,0,0,1,101.33
98,6.2,5.6,0.09,443,5,0,2,93.08
75,10.4,2.4,0.139,143,5,0,1,87.04
50,11.9,14.4,0.182,238,3,1,4,69.98
90,7.6,17.3,0.236,18,5,0,7,41.3
65,9.9,19.8,0.155,77,3,0,2,35.06
84,10.0,0.2,0.256,290,2,0,0,115.19
59,8.6,17.6,0.396,32,6,0,7,32.53
69,8.1,2.1,0.474,61,1,1,6,43.34
89,6.3,19.1,0.417,35,4,0,1,47.9
73,11.7,2.0,0.061,88,0,1,0,0.0
55,9.1,3.4,0.38,66,6,0,4,41.37
60,7.8,18.1,0.315,167,0,1,3,46.65
97,11.3,11.9,0.12,19,0,1,1,59.49
75,6.8,0.4,0.296,11,4,0,0,4.33
75,10.2,2.2,0.506,86,3,0,4,98.66
71,6.7,3.2,0.301,95,4,1,4,27.08
57,10.4,22.2,0.224,45,2,0,2,113.75
76,9.6,11.4,0.118,21,0,0,7,67.97
99,9.4,2.4,0.016,18,2,0,4,0.0
68,9.4,3.5,0.255,99,3,0,2,81.18
52,8.6,7.3,0.21,74,0,0,1,9.82
92,11.4,1.0,0.257,14,3,1,0,98.22
81,6.2,6.4,0.137,14,0,1,7,74.83
83,11.3,18.9,0.235,196,6,0,6,175.9
86,8.6,6.0,0.628,190,3,0,2,102.41
54,8.0,18.5,0.371,35,5,0,2,61.17
78,9.6,11.8,0.346,31,0,0,7,76.54
84,7.3,6.2,0.146,85,4,0,0,23.52
79,8.7,26.9,0.176,63,0,0,4,97.56
79,9.8,7.0,0.867,13,0,1,3,152.52
97,8.2,15.9,0.084,9,6,0,4,90.63
87,7.9,19.3,0.154,28,5,1,7,95.89
89,9.5,29.7,0.369,36,4,1,1,199.5
78,9.8,3.9,0.216,57,3,0,1,2.02
50,7.9,2.7,0.306,68,5,1,0,11.6
75,9.9,7.1,0.328,576,4,1,5,217.42
80,11.1,25.0,0.316,32,5,0,5,134.31
77,6.7,4.8,0.093,31,2,0,4,28.73
79,11.6,3.8,0.043,41,2,0,1,39.87
83,6.4,0.4,0.385,55,3,0,3,33.6
94,9.1,14.5,0.583,24,0,0,3,148.96
67,11.4,14.4,0.301,162,1,0,7,97.41
77,7.5,21.6,0.256,55,4,1,6,36.94
103,10.2,8.2,0.291,111,6,0,4,94.91
56,6.3,26.5,0.23,41,2,1,1,66.92
76,8.9,1.1,0.701,116,2,0,4,103.81
50,9.8,9.9,0.339,170,6,0,2,84.6
76,9.2,7.8,0.268,76,2,1,1,71.17
82,7.1,27.3,0.391,24,5,0,2,136.06
53,6.1,28.7,0.202,49,2,0,0,70.52
83,8.7,45.0,0.157,92,1,0,2,167.68
70,7.1,5.2,0.099,429,6,0,1,89.62
96,8.2,5.7,0.15,45,1,0,1,35.44
87,11.0,2.6,0.43,43,1,0,0,28.25
72,9.3,16.3,0.338,9,5,1,3,24.74
77,6.5,21.5,0.022,408,3,1,0,93.15
103,10.3,22.9,0.622,62,5,0,1,170.31
78,8.7,55.8,0.157,19,4,0,1,221.21
60,6.2,9.9,0.422,11,4,1,1,29.87
63,10.3,2.9,0.457,44,5,0,5,80.0
77,11.3,11.0,0.096,53,0,0,2,54.29
97,10.5,5.4,0.381,76,0,0,5,43.81
73,11.9,4.9,0.284,76,3,1,6,50.78
64,6.9,14.5,0.347,83,0,0,1,64.21
80,9.4,2.7,0.559,26,5,0,6,98.86
85,6.6,9.4,0.491,95,2,0,0,76.92
88,11.9,1.8,0.605,60,3,0,7,166.72
54,7.3,26.6,0.362,11,3,0,2,47.14
85,11.7,1.1,0.186,35,3,0,0,31.41
84,8.7,32.3,0.803,119,2,1,3,290.29
73,10.8,94.6,0.31,98,6,0,1,307.19
97,11.7,3.2,0.067,103,6,1,0,128.41
87,7.4,1.2,0.455,263,4,0,3,76.72
67,10.9,0.4,0.246,167,3,0,3,29.01
87,11.3,1.9,0.107,36,0,1,1,42.23
