gps_deviation_km,location_consistency,claim_frequency_30d,account_age_months,multiple_claims_per_day,orders_during_disruption,avg_payout_inr,trust_score,zone_risk_tier,is_fraud
0.113,0.76,3,10.8,0,2,285,70.9,2,0
0.687,0.519,1,8.0,0,2,244,79.2,2,0
0.026,0.991,0,17.7,0,0,421,46.4,3,0
0.166,0.931,1,7.9,0,1,469,70.0,1,0
0.206,0.636,1,0.6,0,2,310,82.2,2,0
0.102,0.977,0,60.0,0,4,468,95.8,1,0
0.116,0.969,3,5.7,0,0,454,91.3,3,0
0.206,0.691,1,5.9,0,0,358,52.7,2,0
0.413,0.857,3,46.0,0,4,339,68.4,2,0
0.14,0.949,0,4.5,0,1,483,85.2,2,0
0.664,0.589,2,7.8,0,1,318,79.5,3,0
0.794,0.666,2,36.4,0,0,362,83.6,2,0
0.463,0.748,0,57.9,0,1,396,94.1,2,0
0.328,0.85,1,5.1,0,0,231,88.1,2,0
0.488,0.62,2,15.8,0,0,324,68.5,1,0
0.035,0.842,2,60.0,0,0,261,64.4,3,0
0.394,0.673,1,5.7,0,0,187,51.4,2,0
1.326,0.815,3,31.1,0,0,342,63.1,2,0
0.448,0.856,1,2.1,0,2,452,61.1,1,0
0.448,0.844,2,15.5,0,1,300,54.2,2,0
0.229,0.718,2,3.2,0,1,316,89.1,1,0
1.213,0.795,3,60.0,0,0,230,73.4,3,0
0.096,0.944,2,25.1,1,0,237,88.1,1,0
0.113,0.815,3,17.8,0,1,502,27.7,1,0
0.336,0.906,0,15.2,0,0,405,74.3,1,0
0.581,0.584,2,13.9,1,1,300,92.0,1,0
0.461,0.686,3,14.6,0,0,354,70.6,1,0
0.636,0.887,0,40.7,0,0,500,76.3,3,0
0.65,0.642,6,7.0,0,1,595,64.7,2,0
0.165,0.905,2,6.2,1,0,323,62.1,1,0
0.009,0.822,2,21.0,2,1,493,67.9,3,0
0.474,0.858,3,14.7,0,1,175,76.4,3,0
0.119,0.782,1,7.2,0,1,480,87.1,1,0
0.053,0.706,1,21.7,2,2,395,82.0,3,0
0.139,0.726,5,12.5,0,1,298,81.6,3,0
0.139,0.781,1,12.2,0,0,178,84.3,2,0
0.943,0.693,3,3.4,0,2,466,75.5,1,0
0.822,0.656,3,2.9,0,1,200,73.5,3,0
0.028,0.401,0,29.3,0,3,319,83.8,1,0
1.139,0.647,4,14.7,0,1,397,87.8,2,0
0.322,0.736,1,9.0,0,1,239,69.2,1,0
0.346,0.801,1,39.3,0,0,304,61.9,3,0
0.717,0.952,0,31.6,1,0,208,65.8,3,0
0.068,0.73,4,24.7,0,0,396,88.3,2,0
0.475,0.725,0,11.6,0,1,414,50.5,3,0
0.45,0.687,0,7.6,1,1,200,74.2,1,0
0.339,0.825,3,8.5,0,2,284,88.6,2,0
1.266,0.73,1,34.9,0,1,260,79.3,3,0
0.461,0.944,2,17.8,1,0,421,70.4,1,0
0.475,0.697,1,8.2,0,3,246,91.9,2,0
0.317,0.891,1,6.1,0,1,336,55.5,2,0
0.118,0.864,4,12.5,0,0,191,89.6,2,0
0.149,0.509,2,22.8,0,1,519,95.6,3,0
0.682,0.775,1,42.0,0,3,273,74.6,3,0
0.095,0.939,3,27.0,0,1,187,63.9,3,0
0.402,0.944,1,7.5,0,0,305,93.4,1,0
0.16,0.947,3,34.0,0,0,264,77.6,3,0
0.069,0.798,3,2.9,1,1,379,86.1,1,0
0.431,0.927,1,18.4,0,1,125,87.9,1,0
0.153,0.748,5,37.9,0,1,438,47.0,2,0
0.119,0.835,4,7.7,1,1,277,62.5,2,0
0.402,0.81,3,5.0,0,3,167,75.2,2,0
0.368,0.748,5,12.6,0,0,263,59.7,1,0
1.045,0.728,1,0.9,0,1,320,80.1,1,0
0.279,0.795,5,7.8,0,1,403,82.1,2,0
0.116,0.885,4,12.9,1,3,308,93.4,1,0
0.508,0.704,0,40.7,0,0,344,70.1,2,0
0.784,0.886,4,28.8,0,0,421,85.4,1,0
0.094,0.774,4,7.4,0,0,326,64.9,1,0
0.094,0.799,5,13.4,1,0,449,79.5,3,0
1.071,0.665,5,60.0,1,1,337,46.4,2,0
0.378,0.941,4,18.8,1,2,297,88.0,2,0
0.865,0.813,2,21.7,0,1,471,79.5,1,0
0.847,0.948,2,5.5,0,1,495,65.9,1,0
0.685,0.869,2,2.0,1,0,154,56.6,3,0
0.298,0.818,1,0.8,0,2,451,55.9,2,0
0.32,0.598,3,32.1,0,2,416,95.3,3,0
0.838,0.896,0,0.5,1,1,339,89.2,2,0
0.612,0.941,2,34.2,0,1,159,59.7,2,0
0.444,0.861,1,32.0,1,3,301,81.1,2,0
0.298,0.908,3,8.4,0,1,463,81.9,2,0
1.3,0.843,5,4.1,0,0,328,51.4,3,0
0.211,0.73,3,2.9,0,2,400,69.4,3,0
0.003,0.872,4,3.7,0,1,430,49.5,1,0
0.563,0.904,2,7.5,0,1,299,89.7,3,0
0.771,0.86,4,10.2,0,0,323,88.3,1,0
1.374,0.955,2,7.0,1,1,399,23.9,3,0
1.038,0.806,2,1.1,0,3,352,79.6,3,0
0.383,0.84,2,10.7,0,1,467,58.5,1,0
1.131,0.713,2,38.3,0,0,393,76.5,2,0
0.151,0.678,3,19.3,1,1,172,84.6,2,0
1.466,0.901,1,0.8,0,0,291,66.9,2,0
0.717,0.66,4,35.8,0,0,409,80.3,1,0
0.369,0.989,0,1.9,0,1,376,63.0,2,0
0.094,0.711,3,4.8,0,0,260,87.9,1,0
0.541,0.911,3,2.0,0,0,379,51.2,2,0
2.93,0.684,0,35.6,1,0,273,52.6,3,0
0.601,0.772,2,13.5,0,1,313,69.0,1,0
0.242,0.915,6,21.6,0,0,419,91.0,3,0
0.255,0.925,0,7.0,0,1,296,93.7,2,0
0.699,0.869,3,60.0,0,2,397,74.9,3,0
0.159,0.799,3,8.5,1,0,293,75.1,2,0
0.869,0.973,1,29.2,0,1,441,67.4,1,0
0.101,0.721,5,12.7,1,1,418,45.5,1,0
0.305,0.765,2,1.1,1,2,291,80.6,3,0
0.376,0.756,1,19.9,0,0,365,86.7,1,0
0.214,0.899,0,17.3,0,1,359,81.7,3,0
0.057,0.721,2,23.0,1,0,546,48.4,2,0
0.152,0.727,3,31.3,0,2,278,89.3,3,0
0.043,0.593,1,14.4,0,0,422,92.6,3,0
0.112,0.685,1,0.7,1,1,420,84.7,1,0
0.051,0.633,1,7.6,0,0,362,74.1,2,0
0.207,0.82,4,0.5,0,1,535,66.5,1,0
0.107,0.834,2,14.6,1,0,400,55.2,2,0
0.37,0.821,4,3.1,0,1,323,81.9,1,0
2.304,0.817,1,15.7,0,1,465,73.5,1,0
0.442,0.792,1,60.0,0,0,518,69.9,1,0
0.03,0.767,2,34.5,0,0,433,70.3,1,0
0.388,0.939,0,6.4,0,2,379,81.3,3,0
1.234,0.568,3,4.8,0,1,416,77.7,1,0
0.126,0.897,5,60.0,0,2,277,80.4,1,0
1.24,0.828,2,17.8,0,1,433,86.0,3,0
0.591,0.887,8,34.7,0,0,412,77.3,3,0
0.399,0.925,1,0.5,0,1,458,76.1,3,0
0.137,0.923,1,0.5,0,0,550,82.8,2,0
0.504,0.668,0,18.9,0,0,343,67.9,1,0
0.049,0.687,2,7.0,0,1,267,65.4,1,0
0.133,0.675,2,4.1,0,2,361,62.4,1,0
1.179,0.589,1,60.0,0,1,437,68.2,1,0
0.132,0.746,3,9.5,0,0,471,64.5,1,0
0.223,0.67,3,29.6,0,0,338,66.9,1,0
0.11,0.713,3,46.5,1,1,365,76.9,1,0
0.229,0.865,1,2.8,0,2,453,93.5,3,0
0.193,0.884,3,8.7,1,1,306,84.5,1,0
0.287,0.652,6,1.8,0,0,425,56.7,1,0
0.086,0.541,2,60.0,0,1,355,26.9,3,0
1.095,0.828,1,54.1,0,1,254,71.5,3,0
0.136,0.632,1,26.4,1,2,461,90.8,2,0
0.1,0.715,3,10.6,0,1,55,80.4,1,0
0.118,0.661,2,11.0,1,1,338,60.5,1,0
0.163,0.722,1,37.9,0,1,257,73.9,1,0
0.512,0.903,4,7.5,0,1,309,87.9,1,0
0.651,0.954,0,6.7,0,1,382,68.1,1,0
0.227,0.69,1,6.6,0,0,186,89.3,2,0
0.091,0.574,1,0.5,0,1,266,93.1,2,0
0.275,0.912,1,15.2,1,0,558,52.6,2,0
0.482,0.725,2,16.5,1,1,475,52.6,1,0
0.17,0.884,4,1.5,0,0,287,95.4,2,0
1.083,0.715,1,4.8,0,1,294,80.6,3,0
0.076,0.758,2,10.5,0,0,402,63.3,2,0
0.138,0.904,1,34.6,2,1,327,96.7,3,0
0.023,0.908,3,48.1,1,1,304,97.4,1,0
0.151,0.953,3,14.8,1,0,398,89.3,3,0
0.201,0.573,4,2.8,1,3,388,90.6,1,0
0.752,0.66,1,14.4,0,0,269,91.5,1,0
0.064,0.914,0,36.9,0,1,488,94.7,2,0
0.874,0.803,3,2.2,0,0,460,54.7,1,0
0.93,0.74,3,7.2,1,1,324,61.0,3,0
1.183,0.885,3,60.0,0,0,264,82.1,2,0
0.5,0.867,2,3.1,0,2,422,55.8,2,0
0.691,0.95,0,51.9,0,3,218,57.0,2,0
0.197,0.878,4,3.2,1,0,367,92.0,3,0
0.118,0.974,2,20.3,0,2,314,87.3,1,0
0.045,0.889,3,15.4,1,0,231,76.2,2,0
0.339,0.711,4,5.9,1,3,290,76.8,3,0
0.496,0.814,0,23.4,0,2,469,83.1,2,0
1.017,0.63,3,0.5,0,1,530,64.4,3,0
0.809,0.683,4,14.0,0,0,379,95.1,1,0
0.298,0.855,1,1.0,0,5,296,70.4,1,0
1.009,0.757,4,14.8,0,0,313,82.0,2,0
0.224,0.49,0,18.5,0,2,406,46.4,2,0
0.139,0.549,4,32.1,0,1,315,62.0,3,0
0.105,0.811,0,12.6,0,3,316,83.8,2,0
0.111,0.894,2,4.0,0,2,221,97.6,2,0
0.802,0.947,3,3.1,0,0,308,48.0,1,0
0.946,0.925,8,22.8,0,0,490,78.8,1,0
0.142,0.889,2,60.0,0,0,313,86.6,1,0
0.353,0.901,4,17.3,0,1,323,95.2,1,0
1.529,0.9,2,57.9,1,0,463,74.5,2,0
0.507,0.689,1,15.2,0,0,528,34.1,1,0
0.186,0.829,4,33.4,1,1,288,65.4,2,0
0.45,0.908,0,0.5,0,1,333,90.6,3,0
0.284,0.877,2,14.2,0,0,308,93.7,3,0
0.484,0.889,2,37.4,0,0,394,91.7,3,0
0.468,0.904,2,13.0,0,1,498,54.4,1,0
1.05,0.857,5,6.5,1,2,478,73.7,1,0
0.273,0.952,1,60.0,0,1,272,97.0,3,0
0.407,0.981,6,16.9,0,1,522,73.0,1,0
0.534,0.943,1,4.4,0,0,401,92.0,1,0
0.109,0.923,4,27.2,1,1,483,75.6,1,0
0.036,0.659,2,60.0,0,3,314,84.5,3,0
0.612,0.896,5,2.0,0,1,308,67.9,2,0
1.556,0.858,2,28.5,0,0,532,68.7,2,0
0.105,0.802,3,8.7,1,2,444,72.0,3,0
0.645,0.696,3,60.0,0,1,436,90.8,1,0
0.092,0.714,2,22.4,0,0,259,54.4,1,0
0.393,0.873,4,8.4,0,2,219,84.5,3,0
0.313,0.991,0,2.7,0,2,73,45.7,1,0
0.157,0.693,1,2.6,0,2,409,63.9,2,0
1.903,0.912,3,10.4,1,0,344,88.5,3,0
0.971,0.837,4,49.5,1,1,497,90.8,2,0
1.29,0.816,4,10.4,0,2,202,88.5,2,0
0.189,0.753,0,22.6,0,0,320,71.8,2,0
0.904,0.618,5,3.0,0,1,250,97.8,1,0
0.064,0.813,1,11.6,0,0,280,97.1,2,0
0.043,0.838,2,5.0,0,0,275,92.8,3,0
0.23,0.897,3,4.0,0,0,265,70.8,3,0
1.528,0.77,2,22.5,0,0,175,62.4,1,0
0.262,0.742,1,7.6,0,3,478,83.4,1,0
0.08,0.894,2,0.9,1,1,288,58.9,3,0
0.371,0.612,1,15.2,0,1,313,86.7,3,0
1.207,0.994,0,18.6,1,0,351,54.4,3,0
0.841,0.743,3,0.5,1,1,318,77.4,1,0
0.212,0.824,1,2.8,0,1,510,68.8,3,0
0.024,0.771,1,7.4,0,2,123,60.1,2,0
0.717,0.683,0,11.5,0,0,326,84.7,3,0
0.898,0.648,1,0.6,0,1,369,71.1,2,0
1.31,0.923,2,0.5,0,2,282,66.3,1,0
0.188,0.774,6,6.8,0,0,411,60.4,3,0
0.099,0.914,1,0.5,0,1,289,60.7,1,0
1.456,0.367,1,25.7,0,1,292,84.9,1,0
0.536,0.657,2,18.4,1,0,458,81.3,2,0
0.576,0.644,0,51.8,1,1,143,81.0,3,0
0.15,0.827,1,4.9,0,1,379,78.8,1,0
0.177,0.835,4,4.2,0,0,205,74.6,1,0
0.15,0.842,1,4.9,0,1,315,80.7,2,0
0.25,0.863,1,13.2,2,0,422,82.5,2,0
0.144,0.79,1,9.6,0,1,172,93.7,2,0
0.04,0.919,1,21.3,1,2,257,84.6,3,0
0.108,0.902,1,4.8,0,1,327,85.0,2,0
0.32,0.893,0,6.6,1,0,470,83.5,1,0
0.067,0.901,0,20.5,0,2,422,88.7,3,0
0.028,0.895,1,6.2,0,1,168,80.7,3,0
0.723,0.874,0,8.4,0,0,285,73.3,3,0
0.183,0.943,0,7.4,0,1,367,84.8,2,0
0.027,0.825,1,23.8,0,1,274,65.0,3,0
0.195,0.732,1,12.0,0,1,423,80.8,1,0
1.508,0.672,1,12.3,0,1,350,52.1,3,0
0.184,0.788,4,20.3,1,2,128,87.7,3,0
0.174,0.703,0,18.8,0,1,381,91.5,3,0
0.192,0.851,2,10.8,0,2,192,81.4,3,0
0.243,0.705,3,1.9,1,0,506,83.0,1,0
0.335,0.784,4,6.1,1,1,379,82.1,3,0
0.052,0.855,2,0.5,0,0,363,68.3,2,0
2.902,0.687,2,9.1,0,2,305,89.0,3,0
0.321,0.799,1,10.1,0,1,370,71.6,3,0
0.188,0.813,1,43.3,0,0,449,80.4,3,0
0.918,0.742,1,8.9,1,0,384,70.0,1,0
0.685,0.88,1,3.2,0,2,352,75.1,2,0
0.157,0.931,0,7.0,1,0,384,59.6,2,0
0.676,0.871,1,6.2,0,0,367,91.8,2,0
0.286,0.822,2,30.0,1,0,395,60.6,3,0
0.261,0.964,1,22.9,0,2,358,74.8,3,0
0.05,0.814,3,1.1,0,2,412,91.9,2,0
1.81,0.734,2,4.8,1,1,478,62.1,2,0
0.482,0.856,2,8.2,0,2,336,87.5,2,0
0.571,0.829,2,0.5,1,0,330,87.7,3,0
0.365,0.675,3,7.0,0,1,282,63.1,1,0
0.856,0.918,3,32.2,1,0,400,91.1,1,0
1.337,0.98,2,15.4,1,0,266,96.8,3,0
0.339,0.721,2,60.0,1,4,292,95.2,3,0
0.065,0.85,2,12.7,0,0,295,62.7,1,0
1.159,0.707,1,18.0,0,2,230,73.9,1,0
0.053,0.68,1,53.1,0,1,481,89.0,1,0
0.485,0.638,1,15.7,0,2,258,93.9,2,0
1.068,0.842,1,2.8,0,2,461,88.1,1,0
0.077,0.884,1,45.9,0,1,130,82.7,2,0
0.181,0.835,0,3.9,1,0,218,89.7,1,0
0.285,0.83,1,2.2,1,0,347,73.2,2,0
0.047,0.933,1,50.6,0,1,511,81.5,1,0
0.13,0.937,3,6.2,0,0,249,66.2,3,0
0.359,0.707,1,17.0,2,0,341,84.1,3,0
0.308,0.8,1,20.0,1,1,226,64.2,3,0
0.134,0.913,0,5.6,1,1,285,70.3,1,0
1.399,0.48,1,52.1,0,1,262,77.9,2,0
0.629,0.821,0,42.2,0,3,423,88.9,2,0
0.409,0.805,1,6.1,1,2,366,70.7,3,0
0.531,0.928,3,23.2,1,1,524,72.1,1,0
0.097,0.945,1,26.9,0,2,176,59.9,3,0
0.209,0.765,5,7.3,0,0,319,75.5,1,0
0.15,0.648,0,14.9,0,2,305,67.0,2,0
0.902,0.677,1,34.5,0,0,260,75.1,1,0
0.556,0.773,0,5.8,0,0,77,74.2,1,0
0.086,0.672,1,18.2,1,0,197,97.2,1,0
0.143,0.725,1,11.3,1,4,281,37.5,2,0
0.563,0.724,0,6.0,1,2,208,94.3,2,0
0.27,0.923,1,10.2,2,2,195,81.7,1,0
1.014,0.858,5,44.5,0,0,443,93.1,1,0
0.427,0.956,1,21.5,0,0,413,57.7,3,0
0.09,0.954,2,28.1,0,1,299,78.7,2,0
0.372,0.869,2,60.0,0,1,171,80.8,1,0
1.025,0.536,5,1.6,0,0,374,64.0,1,0
0.167,0.754,0,60.0,0,1,313,66.8,2,0
0.242,0.93,3,5.7,0,0,364,49.7,1,0
0.839,0.721,0,2.0,1,0,122,91.9,2,0
0.039,0.648,1,5.3,0,1,340,87.0,2,0
0.291,0.755,2,21.5,0,0,374,87.1,2,0
0.062,0.84,3,12.6,0,1,316,59.1,1,0
0.329,0.719,1,0.8,1,3,166,62.1,3,0
0.645,0.508,2,1.5,0,0,213,98.5,1,0
0.239,0.51,2,7.9,0,0,162,81.3,3,0
2.601,0.798,1,11.5,1,2,281,73.0,2,0
0.541,0.909,0,19.1,0,0,211,65.1,1,0
0.911,0.899,4,0.5,0,0,434,97.2,3,0
0.405,0.788,4,2.2,0,0,523,95.1,1,0
0.376,0.922,3,11.8,0,1,359,93.9,3,0
0.0,0.753,2,11.6,0,1,276,52.1,3,0
0.074,0.88,3,2.9,2,1,214,75.7,2,0
0.476,0.782,1,2.8,0,0,377,75.8,3,0
0.993,0.882,1,44.9,0,2,359,89.6,3,0
0.537,0.881,0,23.1,0,0,330,78.1,1,0
0.586,0.816,0,28.3,0,1,320,68.2,3,0
0.361,0.688,2,5.9,0,2,358,69.8,1,0
2.232,0.795,0,18.8,0,1,241,83.3,1,0
0.833,0.904,7,33.3,0,2,255,85.8,2,0
0.714,0.729,1,1.3,1,1,454,83.7,1,0
0.484,0.81,2,6.1,0,2,92,74.5,2,0
0.179,0.747,1,23.5,0,3,393,69.4,1,0
0.44,0.899,2,32.5,0,1,199,61.6,2,0
0.351,0.791,0,12.0,0,0,207,97.7,3,0
0.083,0.744,3,11.5,0,4,217,69.9,2,0
0.313,0.759,4,29.1,0,3,270,89.0,3,0
0.987,0.837,0,3.0,0,3,386,63.5,2,0
0.254,0.916,5,11.7,0,1,380,33.0,1,0
0.175,0.731,2,3.0,0,1,342,81.8,3,0
0.277,0.96,5,4.7,0,0,277,72.8,3,0
0.375,0.905,2,35.8,0,0,336,94.1,3,0
0.274,0.919,1,3.7,1,1,219,67.8,2,0
0.06,0.499,2,3.4,0,2,404,74.1,2,0
0.039,0.967,1,12.0,0,1,360,81.7,2,0
0.51,0.36,2,51.7,1,0,302,62.4,3,0
0.064,0.848,0,6.9,1,2,95,79.2,3,0
1.037,0.907,2,12.7,0,1,478,50.4,2,0
0.357,0.561,1,24.5,0,0,477,87.3,1,0
0.721,0.7,0,9.0,0,0,443,72.1,1,0
0.426,0.771,2,4.2,0,1,352,94.4,3,0
0.173,0.881,0,48.4,0,0,303,73.3,3,0
0.052,0.967,4,23.6,0,1,513,82.1,1,0
0.179,0.96,2,12.8,0,0,219,89.6,2,0
0.129,0.953,1,9.4,0,1,436,76.3,1,0
0.114,0.738,1,0.5,0,2,384,83.6,2,0
1.405,0.784,1,0.8,0,0,132,73.0,3,0
0.694,0.835,3,16.1,0,1,374,73.7,3,0
0.286,0.804,1,20.1,0,1,308,70.8,2,0
0.82,0.885,2,16.1,0,0,338,66.6,3,0
0.108,0.652,0,60.0,0,1,340,82.1,2,0
0.007,0.947,3,1.0,0,2,345,79.6,3,0
0.109,0.894,4,28.7,1,1,355,56.1,3,0
0.294,0.905,1,19.9,0,0,331,79.2,3,0
0.461,0.857,0,15.8,1,0,517,76.9,1,0
0.447,0.828,1,0.6,0,3,195,84.4,3,0
0.148,0.591,5,8.7,0,1,393,76.8,3,0
1.701,0.865,4,7.4,0,0,367,82.5,3,0
0.545,0.95,3,44.0,0,2,271,65.1,1,0
0.068,0.804,0,1.3,0,2,421,89.7,2,0
0.639,0.834,2,11.7,0,1,384,64.9,3,0
1.36,0.876,3,1.3,1,2,371,61.3,3,0
0.12,0.953,6,33.0,1,0,461,51.2,3,0
0.055,0.789,1,3.9,1,1,320,87.1,2,0
1.398,0.721,4,29.7,0,2,154,92.2,1,0
0.518,0.762,1,8.1,0,1,442,70.1,1,0
0.979,0.883,2,2.2,0,1,439,74.7,2,0
1.275,0.813,1,14.6,1,0,417,84.1,3,0
0.754,0.678,2,55.6,0,0,144,73.6,1,0
0.272,0.724,2,8.0,1,1,330,76.5,1,0
0.453,0.566,2,14.8,0,0,407,79.6,1,0
0.606,0.81,2,6.4,0,1,474,76.8,1,0
0.751,0.964,0,6.4,1,0,371,80.6,3,0
0.178,0.923,1,21.3,0,0,326,49.2,1,0
0.173,0.767,3,10.5,0,0,297,84.4,2,0
0.31,0.933,3,1.9,0,0,259,89.5,3,0
0.674,0.92,4,13.6,0,0,573,81.2,2,0
1.579,0.87,3,6.4,1,0,332,85.3,2,0
0.71,0.986,4,46.8,0,1,327,89.2,2,0
0.486,0.681,3,8.4,0,2,400,65.1,1,0
0.189,0.782,2,3.4,0,1,600,77.9,1,0
0.145,0.904,4,8.4,0,3,227,86.1,1,0
0.215,0.726,2,13.3,0,1,419,65.2,1,0
0.787,0.596,3,13.7,0,1,380,92.8,3,0
0.087,0.795,2,27.8,1,1,339,91.2,2,0
1.266,0.97,2,26.2,1,2,247,70.0,1,0
0.053,0.949,0,60.0,2,2,397,93.8,1,0
0.066,0.572,1,24.6,1,0,290,60.3,2,0
0.212,0.857,2,13.2,1,0,410,50.9,2,0
0.661,0.716,2,8.7,0,2,305,83.0,1,0
0.872,0.856,1,13.5,0,0,286,61.2,1,0
0.147,0.882,4,7.2,1,2,465,87.1,2,0
0.482,0.521,3,5.2,0,1,386,33.6,1,0
0.185,0.944,1,3.9,0,1,303,45.7,1,0
1.192,0.915,2,41.2,0,2,309,41.5,1,0
0.01,0.887,0,31.7,0,3,358,96.4,2,0
0.849,0.768,1,2.5,0,1,509,81.9,3,0
0.426,0.909,4,1.0,0,0,255,61.3,3,0
0.457,0.952,2,6.3,1,2,158,64.5,1,0
0.253,0.916,2,45.4,0,3,389,91.2,3,0
0.313,0.789,1,0.5,0,0,390,98.1,3,0
1.021,0.637,1,10.7,0,1,158,80.9,1,0
0.251,0.841,4,17.4,0,0,314,87.8,3,0
0.437,0.635,2,15.1,0,1,318,47.9,2,0
1.554,0.885,0,1.0,0,1,414,93.4,2,0
0.013,0.699,5,2.1,0,2,252,43.9,1,0
0.093,0.764,2,40.8,0,5,283,81.3,3,0
0.25,0.493,1,13.7,0,2,312,96.9,2,0
0.097,0.887,1,60.0,0,0,513,68.0,3,0
0.008,0.767,1,2.1,0,0,371,72.7,3,0
0.172,0.874,0,56.0,0,0,355,86.9,3,0
0.53,0.456,6,46.1,0,1,440,85.9,1,0
0.552,0.596,1,23.0,0,0,310,89.5,2,0
0.5,0.881,2,2.9,0,0,359,67.6,3,0
0.027,0.968,0,60.0,0,1,301,60.9,2,0
1.319,0.944,1,3.6,0,0,142,61.8,1,0
0.882,0.849,2,25.2,1,0,323,56.4,2,0
0.22,0.951,2,14.3,1,4,288,56.5,3,0
3.239,0.912,1,60.0,1,1,354,51.0,1,0
0.38,0.708,4,10.9,0,3,402,84.1,1,0
0.315,0.87,2,27.5,0,0,415,64.0,1,0
2.165,0.614,3,60.0,0,1,273,85.3,1,0
0.187,0.74,2,16.9,1,0,290,91.5,1,0
1.223,0.792,1,3.2,0,0,214,83.6,3,0
0.123,0.769,3,11.1,0,0,360,52.8,2,0
0.881,0.846,1,16.7,1,0,418,86.7,3,0
0.898,0.837,2,58.1,0,3,313,90.2,2,0
0.246,0.788,3,8.3,0,0,150,76.2,1,0
0.41,0.807,2,5.6,0,0,215,54.7,2,0
0.551,0.864,3,30.3,0,1,345,61.8,1,0
0.381,0.769,1,35.2,1,0,393,66.9,1,0
0.005,0.698,1,0.5,0,0,374,94.6,3,0
1.084,0.696,0,3.6,0,1,441,83.9,2,0
0.553,0.849,2,60.0,1,2,387,90.4,2,0
0.178,0.784,3,4.1,0,2,510,72.9,2,0
1.086,0.865,2,7.4,0,1,315,76.8,3,0
0.445,0.924,2,15.7,0,4,262,55.0,3,0
0.709,0.924,3,2.5,0,1,406,94.3,3,0
0.364,0.913,1,8.9,0,0,296,93.2,2,0
0.602,0.518,2,3.9,0,0,264,92.8,1,0
0.095,0.865,1,6.0,0,0,273,80.4,2,0
0.677,0.842,0,5.2,0,0,401,95.3,1,0
0.24,0.679,0,12.5,0,1,353,60.4,2,0
0.035,0.619,2,8.4,0,1,213,89.9,1,0
0.169,0.87,2,2.0,0,0,401,39.1,2,0
0.923,0.847,1,3.5,0,0,344,80.0,2,0
0.31,0.577,2,4.4,1,0,408,87.2,2,0
0.916,0.749,3,10.1,0,0,267,59.8,3,0
1.115,0.782,3,33.2,0,1,92,54.3,3,0
0.846,0.99,2,33.0,1,1,467,89.3,3,0
0.036,0.929,1,20.8,0,0,347,73.3,2,0
0.566,0.951,1,38.3,0,1,247,56.4,3,0
0.405,0.742,1,37.5,0,1,157,73.5,1,0
1.075,0.867,4,15.5,1,0,382,41.9,3,0
0.055,0.861,4,50.5,0,1,295,91.7,2,0
0.285,0.855,1,0.5,1,2,262,80.5,2,0
0.057,0.891,2,11.9,0,1,431,68.6,1,0
0.168,0.981,2,18.8,0,1,304,62.7,3,0
1.208,0.914,2,24.9,0,1,438,78.9,3,0
1.409,0.767,3,8.1,1,0,605,85.3,1,0
0.202,0.825,2,7.6,0,4,462,81.4,1,0
0.972,0.771,1,19.4,1,1,315,94.3,3,0
0.404,0.815,1,56.7,0,2,290,98.1,3,0
0.683,0.683,0,16.7,0,1,419,78.1,3,0
0.017,0.897,1,60.0,0,2,317,73.6,3,0
0.488,0.774,2,19.0,0,1,378,70.3,1,0
0.451,0.899,6,4.7,0,0,275,45.9,2,0
0.025,0.844,3,60.0,0,0,437,88.2,2,0
0.251,0.792,1,11.7,0,0,243,82.4,3,0
1.06,0.688,3,6.2,0,1,228,87.1,2,0
1.069,0.879,0,41.5,0,1,188,28.7,1,0
0.016,0.804,1,23.5,0,1,380,68.1,1,0
0.182,0.846,2,28.6,0,3,298,78.8,3,0
0.709,0.704,1,13.1,0,1,235,60.3,3,0
0.868,0.855,4,0.5,1,0,335,85.3,1,0
1.252,0.69,1,17.0,0,0,121,72.5,3,0
1.043,0.855,0,20.7,0,0,284,83.7,3,0
0.102,0.797,0,20.0,0,2,240,77.6,3,0
0.282,0.827,0,37.7,0,2,400,66.4,1,0
0.514,0.932,5,8.9,0,0,319,95.5,3,0
0.419,0.691,0,52.2,0,2,180,71.6,1,0
0.938,0.562,4,1.4,0,3,448,78.7,1,0
0.424,0.503,0,7.0,0,4,200,71.1,1,0
0.125,0.853,2,1.2,0,2,413,93.7,1,0
0.886,0.78,2,7.1,1,1,552,84.0,2,0
0.249,0.708,1,12.5,0,3,494,76.6,1,0
1.264,0.794,1,34.0,0,0,278,62.4,1,0
0.812,0.822,6,3.1,0,2,484,85.7,2,0
0.033,0.993,3,9.6,0,2,167,88.9,2,0
0.085,0.67,2,8.4,0,0,326,72.3,1,0
0.651,0.884,3,0.9,0,1,344,95.0,2,0
1.053,0.95,2,14.1,0,2,429,59.9,1,0
0.373,0.921,4,18.7,1,2,320,81.2,1,0
0.6,0.868,2,1.4,0,0,379,64.3,2,0
0.642,0.774,3,0.5,0,0,351,71.7,3,0
0.318,0.833,1,8.5,1,3,406,75.2,3,0
0.301,0.885,1,2.6,0,1,343,92.3,2,0
0.868,0.652,2,33.2,1,4,378,85.8,3,0
0.993,0.925,1,33.7,0,2,331,84.2,2,0
0.098,0.883,1,12.4,0,0,346,73.9,2,0
0.275,0.94,0,7.5,0,0,289,68.2,1,0
2.064,0.992,4,36.9,0,1,405,62.4,3,0
